#proteinId	gotermId	goName	gotermType	goAcc
4729	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
4729	2924	5'-3' exoribonuclease activity	molecular_function	GO:0004534
4730	3736	ATP binding	molecular_function	GO:0005524
4732	3546	transporter activity	molecular_function	GO:0005215
4732	3708	binding	molecular_function	GO:0005488
4732	4927	transport	biological_process	GO:0006810
4735	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
4735	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
4735	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
4735	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
4735	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
4735	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
4736	2227	structural constituent of ribosome	molecular_function	GO:0003735
4736	3827	intracellular	cellular_component	GO:0005622
4736	4025	ribosome	cellular_component	GO:0005840
4736	4556	translation	biological_process	GO:0006412
4739	4591	protein folding	biological_process	GO:0006457
4739	9551	prefoldin complex	cellular_component	GO:0016272
4739	24336	unfolded protein binding	molecular_function	GO:0051082
4740	4143	carbohydrate metabolic process	biological_process	GO:0005975
4740	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
4740	13148	lipid glycosylation	biological_process	GO:0030259
4740	10100	sterol 3-beta-glucosyltransferase activity	molecular_function	GO:0016906
4741	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
4741	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
4741	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
4741	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
4741	16888	RNA polymerase activity	molecular_function	GO:0034062
4743	5830	metabolic process	biological_process	GO:0008152
4743	9710	oxidoreductase activity	molecular_function	GO:0016491
4743	2290	catalytic activity	molecular_function	GO:0003824
4743	3708	binding	molecular_function	GO:0005488
4743	2532	carbonyl reductase (NADPH) activity	molecular_function	GO:0004090
4747	2175	nucleic acid binding	molecular_function	GO:0003676
4747	3827	intracellular	cellular_component	GO:0005622
4747	5939	zinc ion binding	molecular_function	GO:0008270
4747	5830	metabolic process	biological_process	GO:0008152
4748	3736	ATP binding	molecular_function	GO:0005524
4748	3891	chromosome	cellular_component	GO:0005694
4748	4420	DNA metabolic process	biological_process	GO:0006259
4748	10082	ATPase activity	molecular_function	GO:0016887
4748	2176	DNA binding	molecular_function	GO:0003677
4748	2371	DNA topoisomerase type I activity	molecular_function	GO:0003917
4748	4424	DNA topological change	biological_process	GO:0006265
4748	4427	DNA unwinding during replication	biological_process	GO:0006268
4748	3727	protein binding	molecular_function	GO:0005515
4748	24525	chromosome organization and biogenesis	biological_process	GO:0051276
4750	2175	nucleic acid binding	molecular_function	GO:0003676
4750	5939	zinc ion binding	molecular_function	GO:0008270
4751	2227	structural constituent of ribosome	molecular_function	GO:0003735
4751	3827	intracellular	cellular_component	GO:0005622
4751	4025	ribosome	cellular_component	GO:0005840
4751	4556	translation	biological_process	GO:0006412
4751	9241	small ribosomal subunit	cellular_component	GO:0015935
4752	12251	heme binding	molecular_function	GO:0020037
4752	21336	transition metal ion binding	molecular_function	GO:0046914
4752	9710	oxidoreductase activity	molecular_function	GO:0016491
4752	4758	lipid metabolic process	biological_process	GO:0006629
4752	9320	membrane	cellular_component	GO:0016020
4752	9918	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	molecular_function	GO:0016717
4752	3721	iron ion binding	molecular_function	GO:0005506
4752	4761	fatty acid biosynthetic process	biological_process	GO:0006633
4752	9497	linoleoyl-CoA desaturase activity	molecular_function	GO:0016213
4753	4143	carbohydrate metabolic process	biological_process	GO:0005975
4753	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
4753	2989	phosphomannomutase activity	molecular_function	GO:0004615
4754	5830	metabolic process	biological_process	GO:0008152
4754	9710	oxidoreductase activity	molecular_function	GO:0016491
4755	5830	metabolic process	biological_process	GO:0008152
4755	9710	oxidoreductase activity	molecular_function	GO:0016491
4755	2290	catalytic activity	molecular_function	GO:0003824
4755	3708	binding	molecular_function	GO:0005488
4755	2324	3-hydroxybutyrate dehydrogenase activity	molecular_function	GO:0003858
4756	9710	oxidoreductase activity	molecular_function	GO:0016491
4756	23919	FAD binding	molecular_function	GO:0050660
4756	4283	electron transport	biological_process	GO:0006118
4756	3930	cytoplasm	cellular_component	GO:0005737
4756	19912	cell redox homeostasis	biological_process	GO:0045454
4756	2586	dihydrolipoyl dehydrogenase activity	molecular_function	GO:0004148
4757	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
4757	6276	carbohydrate transport	biological_process	GO:0008643
4757	9320	membrane	cellular_component	GO:0016020
4757	3546	transporter activity	molecular_function	GO:0005215
4757	4927	transport	biological_process	GO:0006810
4757	9321	integral to membrane	cellular_component	GO:0016021
4757	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
4760	2176	DNA binding	molecular_function	GO:0003677
4764	2176	DNA binding	molecular_function	GO:0003677
4764	2371	DNA topoisomerase type I activity	molecular_function	GO:0003917
4764	3891	chromosome	cellular_component	GO:0005694
4764	4424	DNA topological change	biological_process	GO:0006265
4764	2370	DNA topoisomerase activity	molecular_function	GO:0003916
4764	4427	DNA unwinding during replication	biological_process	GO:0006268
4764	2175	nucleic acid binding	molecular_function	GO:0003676
4764	4462	DNA modification	biological_process	GO:0006304
4766	2658	metalloendopeptidase activity	molecular_function	GO:0004222
4766	3736	ATP binding	molecular_function	GO:0005524
4766	4639	proteolysis	biological_process	GO:0006508
4766	162	nucleotide binding	molecular_function	GO:0000166
4766	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4766	9320	membrane	cellular_component	GO:0016020
4766	13056	protein catabolic process	biological_process	GO:0030163
4766	5939	zinc ion binding	molecular_function	GO:0008270
4766	9321	integral to membrane	cellular_component	GO:0016021
4766	2679	stromelysin 3 activity	molecular_function	GO:0004249
4766	5813	collagenase activity	molecular_function	GO:0008133
4766	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
4766	13282	matrilysin-2 activity	molecular_function	GO:0030402
4767	2227	structural constituent of ribosome	molecular_function	GO:0003735
4767	3827	intracellular	cellular_component	GO:0005622
4767	4025	ribosome	cellular_component	GO:0005840
4767	4556	translation	biological_process	GO:0006412
4768	13917	heat shock protein binding	molecular_function	GO:0031072
4769	2196	transcription factor activity	molecular_function	GO:0003700
4769	3838	nucleus	cellular_component	GO:0005634
4769	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4769	5939	zinc ion binding	molecular_function	GO:0008270
4769	2176	DNA binding	molecular_function	GO:0003677
4769	4499	transcription	biological_process	GO:0006350
4770	2175	nucleic acid binding	molecular_function	GO:0003676
4770	3827	intracellular	cellular_component	GO:0005622
4770	5939	zinc ion binding	molecular_function	GO:0008270
4775	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
4775	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
4775	9582	dephosphorylation	biological_process	GO:0016311
4775	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
4775	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
4776	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
4777	2216	RNA binding	molecular_function	GO:0003723
4778	5939	zinc ion binding	molecular_function	GO:0008270
4778	9710	oxidoreductase activity	molecular_function	GO:0016491
4778	2290	catalytic activity	molecular_function	GO:0003824
4778	3708	binding	molecular_function	GO:0005488
4778	5830	metabolic process	biological_process	GO:0008152
4778	2466	alcohol dehydrogenase activity	molecular_function	GO:0004022
4778	2467	alcohol dehydrogenase activity, metal ion-independent	molecular_function	GO:0004023
4778	2468	alcohol dehydrogenase activity, zinc-dependent	molecular_function	GO:0004024
4778	2469	alcohol dehydrogenase activity, iron-dependent	molecular_function	GO:0004025
4779	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
4779	2975	cyclophilin	molecular_function	GO:0004600
4779	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
4779	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
4781	3433	Rab GTPase activator activity	molecular_function	GO:0005097
4781	3827	intracellular	cellular_component	GO:0005622
4781	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
4782	3043	protein kinase activity	molecular_function	GO:0004672
4782	3736	ATP binding	molecular_function	GO:0005524
4782	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4782	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4782	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4782	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
4782	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
4782	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
4782	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
4782	3050	casein kinase activity	molecular_function	GO:0004680
4782	3051	casein kinase I activity	molecular_function	GO:0004681
4782	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
4782	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
4782	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
4782	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
4782	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
4782	3067	atypical protein kinase C activity	molecular_function	GO:0004700
4782	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
4782	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
4782	3071	JUN kinase activity	molecular_function	GO:0004705
4782	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
4782	3074	MAP kinase kinase activity	molecular_function	GO:0004708
4782	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
4782	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
4782	3084	Janus kinase activity	molecular_function	GO:0004718
4782	6004	MAP kinase 1 activity	molecular_function	GO:0008338
4782	6005	MP kinase activity	molecular_function	GO:0008339
4782	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
4782	6196	JUN kinase kinase activity	molecular_function	GO:0008545
4782	10102	MAP kinase 2 activity	molecular_function	GO:0016908
4782	10103	SAP kinase activity	molecular_function	GO:0016909
4782	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
4782	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
4782	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
4783	3727	protein binding	molecular_function	GO:0005515
4786	4535	tRNA splicing	biological_process	GO:0006388
4786	9970	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
4786	14021	phosphopantetheine binding	molecular_function	GO:0031177
4787	2290	catalytic activity	molecular_function	GO:0003824
4787	4851	aromatic compound metabolic process	biological_process	GO:0006725
4787	5873	ferric iron binding	molecular_function	GO:0008199
4787	3721	iron ion binding	molecular_function	GO:0005506
4787	7287	catechol metabolic process	biological_process	GO:0009712
4787	10882	catechol 1,2-dioxygenase activity	molecular_function	GO:0018576
4787	9903	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	GO:0016702
4790	9710	oxidoreductase activity	molecular_function	GO:0016491
4790	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
4790	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
4790	19347	malolactic enzyme activity	molecular_function	GO:0043883
4790	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
4791	3838	nucleus	cellular_component	GO:0005634
4791	4556	translation	biological_process	GO:0006412
4793	4750	protein retention in ER	biological_process	GO:0006621
4793	9321	integral to membrane	cellular_component	GO:0016021
4793	21345	ER retention sequence binding	molecular_function	GO:0046923
4794	2176	DNA binding	molecular_function	GO:0003677
4795	8565	nucleobase transmembrane transporter activity	molecular_function	GO:0015205
4795	9237	nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process	GO:0015931
4795	9320	membrane	cellular_component	GO:0016020
4796	2567	cytochrome-c oxidase activity	molecular_function	GO:0004129
4796	3932	mitochondrial envelope	cellular_component	GO:0005740
4796	4283	electron transport	biological_process	GO:0006118
4796	7071	aa3-type cytochrome c oxidase	molecular_function	GO:0009481
4796	7072	ba3-type cytochrome c oxidase	molecular_function	GO:0009482
4796	7073	caa3-type cytochrome c oxidase	molecular_function	GO:0009483
4796	7074	cbb3-type cytochrome c oxidase	molecular_function	GO:0009485
4797	2176	DNA binding	molecular_function	GO:0003677
4798	392	nuclear mRNA splicing, via spliceosome	biological_process	GO:0000398
4798	3878	spliceosome	cellular_component	GO:0005681
4799	2227	structural constituent of ribosome	molecular_function	GO:0003735
4799	3827	intracellular	cellular_component	GO:0005622
4799	4025	ribosome	cellular_component	GO:0005840
4799	4556	translation	biological_process	GO:0006412
4802	2196	transcription factor activity	molecular_function	GO:0003700
4802	3838	nucleus	cellular_component	GO:0005634
4802	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4802	19030	sequence-specific DNA binding	molecular_function	GO:0043565
4806	3736	ATP binding	molecular_function	GO:0005524
4806	4927	transport	biological_process	GO:0006810
4806	9321	integral to membrane	cellular_component	GO:0016021
4806	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
4806	10082	ATPase activity	molecular_function	GO:0016887
4806	162	nucleotide binding	molecular_function	GO:0000166
4806	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
4808	5830	metabolic process	biological_process	GO:0008152
4808	2479	alkaline phosphatase activity	molecular_function	GO:0004035
4809	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
4809	4143	carbohydrate metabolic process	biological_process	GO:0005975
4809	5747	chitin binding	molecular_function	GO:0008061
4809	18471	licheninase activity	molecular_function	GO:0042972
4812	9876	oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor	molecular_function	GO:0016671
4812	11802	protein metabolic process	biological_process	GO:0019538
4813	2244	microtubule motor activity	molecular_function	GO:0003777
4813	3736	ATP binding	molecular_function	GO:0005524
4813	4051	microtubule associated complex	cellular_component	GO:0005875
4813	5113	microtubule-based movement	biological_process	GO:0007018
4813	6221	plus-end-directed microtubule motor activity	molecular_function	GO:0008574
4816	3727	protein binding	molecular_function	GO:0005515
4817	2196	transcription factor activity	molecular_function	GO:0003700
4817	3838	nucleus	cellular_component	GO:0005634
4817	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4817	5939	zinc ion binding	molecular_function	GO:0008270
4818	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
4818	4143	carbohydrate metabolic process	biological_process	GO:0005975
4818	6082	beta-glucosidase activity	molecular_function	GO:0008422
4819	2196	transcription factor activity	molecular_function	GO:0003700
4819	3838	nucleus	cellular_component	GO:0005634
4819	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4819	5939	zinc ion binding	molecular_function	GO:0008270
4819	2802	histone acetyltransferase activity	molecular_function	GO:0004402
4824	2175	nucleic acid binding	molecular_function	GO:0003676
4824	2216	RNA binding	molecular_function	GO:0003723
4824	3838	nucleus	cellular_component	GO:0005634
4824	3930	cytoplasm	cellular_component	GO:0005737
4824	4541	RNA processing	biological_process	GO:0006396
4825	2290	catalytic activity	molecular_function	GO:0003824
4829	12147	protein domain specific binding	molecular_function	GO:0019904
4830	3215	enzyme inhibitor activity	molecular_function	GO:0004857
4830	3931	mitochondrion	cellular_component	GO:0005739
4830	20419	negative regulation of nucleotide metabolic process	biological_process	GO:0045980
4831	3846	nuclear pore	cellular_component	GO:0005643
4831	10219	structural constituent of nuclear pore	molecular_function	GO:0017056
4833	5939	zinc ion binding	molecular_function	GO:0008270
4833	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
4836	2227	structural constituent of ribosome	molecular_function	GO:0003735
4836	3827	intracellular	cellular_component	GO:0005622
4836	4025	ribosome	cellular_component	GO:0005840
4836	4556	translation	biological_process	GO:0006412
4837	2805	histone deacetylase activity	molecular_function	GO:0004407
4837	3838	nucleus	cellular_component	GO:0005634
4837	9784	histone deacetylation	biological_process	GO:0016575
4837	22021	acetylspermidine deacetylase activity	molecular_function	GO:0047611
4838	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
4843	2196	transcription factor activity	molecular_function	GO:0003700
4843	3838	nucleus	cellular_component	GO:0005634
4843	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4843	5939	zinc ion binding	molecular_function	GO:0008270
4843	2176	DNA binding	molecular_function	GO:0003677
4843	4499	transcription	biological_process	GO:0006350
4845	3043	protein kinase activity	molecular_function	GO:0004672
4845	3736	ATP binding	molecular_function	GO:0005524
4845	4602	protein amino acid phosphorylation	biological_process	GO:0006468
4845	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
4845	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
4845	6102	phosphofructokinase activity	molecular_function	GO:0008443
4845	6245	phosphorylase kinase regulator activity	molecular_function	GO:0008607
4845	6438	cobinamide kinase activity	molecular_function	GO:0008819
4845	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
4845	9751	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
4845	11022	phenol kinase activity	molecular_function	GO:0018720
4845	12155	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
4845	15776	inositol tetrakisphosphate 2-kinase activity	molecular_function	GO:0032942
4845	17186	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
4845	18069	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
4845	18070	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
4845	19207	LPPG:FO 2-phospho-L-lactate transferase activity	molecular_function	GO:0043743
4845	19235	cytidine kinase activity	molecular_function	GO:0043771
4845	19262	glycerate 2-kinase activity	molecular_function	GO:0043798
4845	19305	(S)-lactate 2-kinase activity	molecular_function	GO:0043841
4845	24976	polynucleotide kinase activity	molecular_function	GO:0051731
4845	24979	ATP-dependent polynucleotide kinase activity	molecular_function	GO:0051734
4845	24980	GTP-dependent polynucleotide kinase activity	molecular_function	GO:0051735
4846	3546	transporter activity	molecular_function	GO:0005215
4846	4927	transport	biological_process	GO:0006810
4846	9321	integral to membrane	cellular_component	GO:0016021
4848	246	lanosterol synthase activity	molecular_function	GO:0000250
4849	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
4849	4639	proteolysis	biological_process	GO:0006508
4849	2625	carboxypeptidase D activity	molecular_function	GO:0004187
4850	3546	transporter activity	molecular_function	GO:0005215
4850	4927	transport	biological_process	GO:0006810
4850	9321	integral to membrane	cellular_component	GO:0016021
4852	155	two-component response regulator activity	molecular_function	GO:0000156
4852	157	two-component signal transduction system (phosphorelay)	biological_process	GO:0000160
4852	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
4852	3736	ATP binding	molecular_function	GO:0005524
4852	3228	signal transducer activity	molecular_function	GO:0004871
4852	5250	signal transduction	biological_process	GO:0007165
4852	9320	membrane	cellular_component	GO:0016020
4852	154	two-component sensor activity	molecular_function	GO:0000155
4852	9581	phosphorylation	biological_process	GO:0016310
4852	9970	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
4852	3044	protein histidine kinase activity	molecular_function	GO:0004673
4852	10446	peptidyl-histidine phosphorylation	biological_process	GO:0018106
4852	10450	histone arginine kinase activity	molecular_function	GO:0018110
4853	162	nucleotide binding	molecular_function	GO:0000166
4853	3186	phenylalanine-tRNA ligase activity	molecular_function	GO:0004826
4853	3736	ATP binding	molecular_function	GO:0005524
4853	3930	cytoplasm	cellular_component	GO:0005737
4853	4556	translation	biological_process	GO:0006412
4853	4575	phenylalanyl-tRNA aminoacylation	biological_process	GO:0006432
4853	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
4853	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
4853	6925	phenylalanine-tRNA ligase complex	cellular_component	GO:0009328
4854	2227	structural constituent of ribosome	molecular_function	GO:0003735
4854	3827	intracellular	cellular_component	GO:0005622
4854	4025	ribosome	cellular_component	GO:0005840
4854	4556	translation	biological_process	GO:0006412
4855	9985	hydrolase activity	molecular_function	GO:0016787
4856	2290	catalytic activity	molecular_function	GO:0003824
4856	2392	IMP dehydrogenase activity	molecular_function	GO:0003938
4856	4339	GMP biosynthetic process	biological_process	GO:0006177
4857	5830	metabolic process	biological_process	GO:0008152
4857	9710	oxidoreductase activity	molecular_function	GO:0016491
4857	2290	catalytic activity	molecular_function	GO:0003824
4857	3708	binding	molecular_function	GO:0005488
4857	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
4857	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
4857	19347	malolactic enzyme activity	molecular_function	GO:0043883
4857	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
4859	3435	Ras GTPase activator activity	molecular_function	GO:0005099
4859	3827	intracellular	cellular_component	GO:0005622
4859	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
4859	3432	GTPase activator activity	molecular_function	GO:0005096
4859	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
4859	5250	signal transduction	biological_process	GO:0007165
4861	2770	glutathione transferase activity	molecular_function	GO:0004364
4864	9321	integral to membrane	cellular_component	GO:0016021
4864	2227	structural constituent of ribosome	molecular_function	GO:0003735
4864	3827	intracellular	cellular_component	GO:0005622
4864	4025	ribosome	cellular_component	GO:0005840
4864	4556	translation	biological_process	GO:0006412
4864	2818	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	GO:0004420
4864	9242	coenzyme A metabolic process	biological_process	GO:0015936
4864	23921	coenzyme binding	molecular_function	GO:0050662
4864	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
4864	23920	NADP binding	molecular_function	GO:0050661
4864	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
4866	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
4866	4591	protein folding	biological_process	GO:0006457
4866	2975	cyclophilin	molecular_function	GO:0004600
4866	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
4866	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
4867	3664	copper ion transmembrane transporter activity	molecular_function	GO:0005375
4867	4940	copper ion transport	biological_process	GO:0006825
4867	9321	integral to membrane	cellular_component	GO:0016021
4868	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
4868	2216	RNA binding	molecular_function	GO:0003723
4868	4541	RNA processing	biological_process	GO:0006396
4868	2924	5'-3' exoribonuclease activity	molecular_function	GO:0004534
4869	2176	DNA binding	molecular_function	GO:0003677
4869	3736	ATP binding	molecular_function	GO:0005524
4869	2441	acid phosphatase activity	molecular_function	GO:0003993
4869	2175	nucleic acid binding	molecular_function	GO:0003676
4869	2792	helicase activity	molecular_function	GO:0004386
4869	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
4869	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
4869	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
4869	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
4869	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
4869	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
4869	9684	pyrophosphatase activity	molecular_function	GO:0016462
4869	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
4869	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
4869	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
4870	5876	steroid metabolic process	biological_process	GO:0008202
4872	2290	catalytic activity	molecular_function	GO:0003824
4872	5830	metabolic process	biological_process	GO:0008152
4872	6550	nicotinamidase activity	molecular_function	GO:0008936
4874	2805	histone deacetylase activity	molecular_function	GO:0004407
4874	3838	nucleus	cellular_component	GO:0005634
4874	9784	histone deacetylation	biological_process	GO:0016575
4874	22021	acetylspermidine deacetylase activity	molecular_function	GO:0047611
4875	2290	catalytic activity	molecular_function	GO:0003824
4875	5830	metabolic process	biological_process	GO:0008152
4875	6426	carboxyvinyl-carboxyphosphonate phosphorylmutase activity	molecular_function	GO:0008807
4880	2176	DNA binding	molecular_function	GO:0003677
4880	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
4880	3736	ATP binding	molecular_function	GO:0005524
4880	4440	DNA repair	biological_process	GO:0006281
4880	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
4880	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
4880	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
4880	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
4880	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
4880	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
4880	9684	pyrophosphatase activity	molecular_function	GO:0016462
4880	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
4880	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
4880	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
4883	3838	nucleus	cellular_component	GO:0005634
4883	14021	phosphopantetheine binding	molecular_function	GO:0031177
4885	9985	hydrolase activity	molecular_function	GO:0016787
4885	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
4885	6026	regulation of cell size	biological_process	GO:0008361
4885	22441	cofactor binding	molecular_function	GO:0048037
4885	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
4885	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
4885	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
4885	6080	CTD phosphatase activity	molecular_function	GO:0008420
4885	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
4885	10186	myosin phosphatase activity	molecular_function	GO:0017018
4885	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
4885	10190	myosin phosphatase complex	cellular_component	GO:0017023
4886	9367	mRNA metabolic process	biological_process	GO:0016071
4886	13392	ribonucleoprotein complex	cellular_component	GO:0030529
4889	24372	glucan endo-1,3-alpha-glucosidase activity	molecular_function	GO:0051118
4892	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
4892	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
4892	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
4892	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
4893	2290	catalytic activity	molecular_function	GO:0003824
4893	4160	trehalose biosynthetic process	biological_process	GO:0005992
4893	2291	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	GO:0003825
4894	2290	catalytic activity	molecular_function	GO:0003824
4894	4160	trehalose biosynthetic process	biological_process	GO:0005992
4894	2291	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	GO:0003825
4898	7744	FMN binding	molecular_function	GO:0010181
4898	9710	oxidoreductase activity	molecular_function	GO:0016491
4898	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
